FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
semble|semble|sembler|SIMILARE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
semeras|semeras|semer|SEMINARE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senblance|senblance|semblance|SIMILARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senblant|senblant|semblant|SIMILARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senblast|senblast|sembler|SIMILARE|||verb|||Sing||||||3|Fin|Sub|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senble|senble|sembler|SIMILARE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senbleroie|senbleroie|sembler|SIMILARE|||verb|auxMod||Sing||||||3|Fin|Cnd|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senbloient|senbloient|sembler|SIMILARE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senbloit|senbloit|sembler|SIMILARE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sens|sens1|sens|SENSUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senti|senti|sentir|SENTIRE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senti|senti1|sentir|SENTIRE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
senz|senz1|sens|SENSUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sera|sera|estre1|ESSE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sera|sera1|estre1|ESSE|||verb|auxPass||Sing||||MWEs||3|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sera|sera2|estre1|ESSE|||verb|auxTens||Sing||||MWEs||3|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sera|sera3|estre1|ESSE|||verb|auxCop||Sing||||||3|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serai|serai|estre1|ESSE|||verb|||Sing||||||1|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serai|serai1|estre1|ESSE|||verb|auxPass||Sing||||MWEs||1|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sereor|sereor|seror|SOROR|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serin|serin|serein|SERENUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serins|serins|serein|SERENUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seroie|seroie|estre1|ESSE|||verb|auxPass||Sing||||MWEs||1|Fin|Cnd|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seroit|seroit|estre1|ESSE|||verb|auxPass||Sing||||MWEs||3|Fin|Cnd|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seroit|seroit1|estre1|ESSE|||verb|auxCop||Sing||||||3|Fin|Cnd|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serors|serors|seror|SOROR|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seroumes|seroumes|estre1|ESSE|||verb|auxPass||Plur||||MWEs||1|Fin|Cnd|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seroumes|seroumes1|estre1|ESSE|||verb|auxCop||Plur||||||1|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serpent|serpent|serpent|SERPENS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serpent|serpent1|serpent|SERPENS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serrees|serrees|serrer|SERARE|||verb|Adj|Fem|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
servaje|servaje|servage|SERVUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
servi|servi|servir|SERVIRE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
servie|servie|servir|SERVIRE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
servir|servir|servir|SERVIRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serviront|serviront|servir|SERVIRE|||verb|||Plur||||||3|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
servis|servis|servir|SERVIRE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serés|serés|estre1|ESSE|||verb|auxCop||Plur||||||2|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
serés|serés1|estre1|ESSE|||verb|auxPass||Plur||||MWEs||2|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ses|ses|suen|SUUS|||determiner||Masc|Plur|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ses|ses1|suen|SUUS|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ses|ses2|suen|SUUS|||determiner||Fem|Plur|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ses|ses3|ce|HOC|||determiner||Fem|Plur|||Dem||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
set|set|savoir|SAPERE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
set|set1|set|SEPTEM|||numeral||||||||||||||||||Card||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seul|seul1|sol1|SOLUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seulement|seulement|solement|SOLUS|||adjective||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seüe|seüe|savoir|SAPERE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seürement|seürement|sëurement|SECURUS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seürs|seürs|sëur2|SECURUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seürtance|seürtance|sëurtance|SECURUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seürté|seürté|sëurté|SECURUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seüssent|seüssent|savoir|SAPERE|||verb|||Plur||||||3|Fin|Sub|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
seüst|seüst|savoir|SAPERE|||verb|auxMod||Sing||||||3|Fin|Sub|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
si|si|si|SIC|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
si|si1|soi|SE|||pronoun|||Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
si|si2|ici|HIC|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
si_com|si_com|si|SIC|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
si_come|si_come|si|SIC|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sien|sien|suen|SUUS|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sien|sien1|suen|SUUS|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
siens|siens|suen|SUUS|||determiner||Masc|Plur|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
siens|siens1|suen|SUUS|||pronoun||Masc|Plur|Acc||||Poss||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sierges|sierges|cierge2|CEREUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
siglerent|siglerent|sigler|CINGLER2|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
siglés|siglés|sigler|CINGLER2|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
signe|signe|signe1|SIGNUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
simple|simple|simple|SIMPLEX|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sinple|sinple|simple|SIMPLEX|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sire|sire|seignor|SENIOR|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sis|sis|sis2|SEX|||numeral||||||||||||||||||Card||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sivre|sivre|sivre|SEQUI|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soef|soef|söef|SUAVIS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soef|soef1|söef|SUAVIS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soef|soef2|söef|SUAVIS|||adjective|Adv|Masc|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soef|soef3|söef|SUAVIS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soi|soi|soi1|SE|||pronoun||||Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soie|soie|soie3|SAETA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soie|soie1|estre1|ESSE|||verb|auxPass||Sing||||MWEs||1|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soient|soient|estre1|ESSE|||verb|||Plur||||||3|Fin|Sub|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soient|soient1|estre1|ESSE|||verb|auxPass||Plur||||MWEs||3|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soies|soies|estre1|ESSE|||verb|auxPass||Sing||||MWEs||2|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soir|soir|soir|SERO|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soit|soit|estre1|ESSE|||verb|||Sing||||||3|Fin|Sub|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soit|soit1|estre1|ESSE|||verb|auxTens||Sing||||MWEs||3|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soit|soit2|estre1|ESSE|||verb|auxPass||Sing||||MWEs||3|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soiés|soiés|estre1|ESSE|||verb|auxPass||Plur||||MWEs||2|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sojorner|sojorner|sejorner|*SUBDIURNARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soleil|soleil|soleil|SOL|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soleil|soleil1|soleil|SOL|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soleva|soleva|soslever|LEVARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
somet|somet|somet|SUMMUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
son|son|suen|SUUS|||determiner||Masc|Sing|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
son|son1|suen|SUUS|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
son|son3|son3|SONUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sonerent|sonerent|soner|SONARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
songnantaje|songnantaje|soignantage|*SUNNI|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sons|sons|son3|SONUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sont|sont|estre1|ESSE|||verb|||Plur||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sont|sont1|estre1|ESSE|||verb|auxCop||Plur||||||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sont|sont2|estre1|ESSE|||verb|auxPass||Plur||||MWEs||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sont|sont3|estre1|ESSE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sor|sor|sor2|SUPER|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sor_la|sor_la|sor2|SUPER|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sor_le|sor_le|sor2|SUPER|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sordra|sordra|sordre|SURGERE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sorent|sorent|savoir|SAPERE|||verb|auxMod||Plur||||||3|Fin|Ind|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sormonter|sormonter|sormonter|*MONTARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sot|sot|savoir|SAPERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sot|sot1|savoir|SAPERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soudainement|soudainement|sodain|SUBITANEUS|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soufre|soufre|sofrir|SUFFERRE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soufri|soufri|sofrir|SUFFERRE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soufrir|soufrir|sofrir|SUFFERRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soulacerent|soulacerent|solacier|SOLACIUM|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soulas|soulas|solaz|SOLACIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soulaz|soulaz|solaz|SOLACIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soulement|soulement|solement|SOLUS|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soumes|soumes|estre1|ESSE|||verb|||Plur||||||1|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soumes|soumes1|estre1|ESSE|||verb|auxTens||Plur||||MWEs||1|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
souper|souper|soper|*SUPPA|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soupé|soupé|soper|*SUPPA|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
souspira|souspira|sospirer|SUSPIRARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soutiliment|soutiliment|sotilment|SUBTILIS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soutilité|soutilité|subtilité|SUBTILIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soutilment|soutilment|sotilment|SUBTILIS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sovent|sovent|sovent|SUBINDE|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soverain|soverain|soverain|*SUPERANUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sovoit|sovoit|savoir|SAPERE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soëf|soëf|söef|SUAVIS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soëf|soëf1|söef|SUAVIS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
soïés|soïés|estre1|ESSE|||verb|auxCop||Plur||||||2|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
spee|spee|espee|SPATHA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
strange|strange|estrange|EXTRANEUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sui|sui|estre1|ESSE|||verb|||Sing||||||1|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sui|sui1|estre1|ESSE|||verb|auxCop||Sing||||||1|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sui|sui2|estre1|ESSE|||verb|auxTens||Sing||||MWEs||1|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sui|sui3|estre1|ESSE|||verb|auxPass||Sing||||MWEs||1|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sula|sula|sor2|SUPER|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sunt|sunt|estre1|ESSE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
suor|suor|seror|SOROR|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
sus|sus|sus|SURSUM|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
s’|s’|soi|SE|||pronoun|||Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
s’|s’1|soi|SE|||pronoun|||Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
s’|s’2|suen|SUUS|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
s’|s’3|se|SI|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ta|ta|ton4|TUUS|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tables|tables|table|TABULA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
taillés|taillés|taillier1|TALIARE|||verb|Adj|Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
talemon|talemon|Talemon||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
talent|talent|talent|TALENTUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tan|tan|tant|TANTUS|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tan_tost|tan_tost|tantost|TANTUS|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant|tant|tant|TANTUS|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant_com|tant_com|tant|TANTUS|||adverb|Adv||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant_de|tant_de|tant|TANTUS|||adverb|Adv||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant_qe|tant_qe|tant|TANTUS|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant_q’|tant_q’|tant|TANTUS|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tant_seulement|tant_seulement|solement|SOLUS|||adverb|Adj||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tantes|tantes|tant|TANTUS|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tantost|tantost|tantost|TOSTUS|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tantost_q’|tantost_q’|tantost|TOSTUS|||determiner|SConj |||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
targier|targier|targier2|*TARDICARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tart|tart|tart|TARDUS|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tart|tart1|tart|TARDUS|||adjective||Neut|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
te|te|toi|TE|||pronoun|||Sing|Acc||||Prs|2|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel|tel|TALIS|||pronoun||Masc|Sing|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel1|tel|TALIS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel2|tel|TALIS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel3|tel|TALIS|||pronoun||Neut|Sing|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel4|tel|TALIS|||pronoun||Masc|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel5|tel|TALIS|||pronoun||Neut|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel6|tel|TALIS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel7|tel|TALIS|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tel|tel8|tel|TALIS|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tele|tele|tel|TALIS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tels|tels|tel|TALIS|||pronoun||Fem|Plur|||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tels|tels1|tel|TALIS|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
temple|temple1|temple3|TEMPLUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenant|tenant|tenir1|TENERE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tendre|tendre|tendre1|TENDERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenebra|tenebra|uauau|auaua|fr.it.|XIV|pronoun|Adp|Masc||||||Rel|3|||||||||||g|||v|grenoble|||venezia|XII||XIV
tenir|tenir|tenir1|TENERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenoient|tenoient|tenir1|TENERE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenoit|tenoit|tenir1|TENERE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenple|tenple|temple3|TEMPLUM|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenple|tenple1|temple3|TEMPLUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenples|tenples|temple3|TEMPLUM|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tens|tens|tens|TEMPS1|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tens|tens1|tens|TEMPS1|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
