FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
mi|mi|moi|ME|||pronoun|||Sing|Acc||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
miaudre|miaudre|meillor|MELIOR|||adjective||Fem|Sing||Cmp|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mie|mie|mie1|MICA|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
miels|miels|mieus|MELIOR|||adverb|||||Cmp|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mies|mies|mieus|MELIOR|||adverb|||||Cmp|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mil|mil|mil1|MILLE|||numeral||||||||||||||||||Card||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
miroit|miroit|mirer|MIRARI|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mis|mis|metre2|MITTERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mis|mis1|metre2|MITTERE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mis|mis6|metre2|MITTERE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mise|mise|metre2|MITTERE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mises|mises|metre2|MITTERE|||verb|compPass|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mist|mist|metre2|MITTERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mist|mist1|metre2|MITTERE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mistrent|mistrent|metre2|MITTERE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
moi|moi|moi|ME|||pronoun|||Sing|Acc||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
moi|moi1|moi|ME|||pronoun|||Sing|Nom||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mois|mois|mois|MENSIS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mon|mon|mon1|MEUS|||determiner||Masc|Sing|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mon|mon1|mon1|MEUS|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monde|monde|monde1|MUNDUS1|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monde|monde1|monde1|MUNDUS1|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monta|monta|monter|*MONTARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monte|monte|monter|*MONTARE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monterent|monterent|monter|*MONTARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monton|monton|mouton|*MULTO|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
monton|monton1|mouton|*MULTO|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
montés|montés|monter|*MONTARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
morais|morais|morir|MORI|||verb|||Sing||||||2|Fin|Cnd|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
morir|morir|morir|MORI|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
morne|morne|morne|*MORNôN|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mors|mors|morir|MORI|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mors|mors2|morir|MORI|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mors|mors3|morir|MORI|||verb|Noun|Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mort|mort|mort|MORS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mort|mort1|morir|MORI|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mort|mort2|morir|MORI|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
morte|morte|morir|MORI|||verb||Fem|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mortels|mortels|mortel|MORTALIS|||adjective||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mortels|mortels1|mortel|MORTALIS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mos|mos|mot|MUTTUM|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
moult|moult|mout|MULTUS|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
moustra|moustra|mostrer|MONSTRARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
moustrés|moustrés|mostrer|MONSTRARE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mult|mult|mout|MULTUS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
multipliant|multipliant|moutepliier |MULTIPLICARE|||verb||||||||||Ind|Part|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
multiplioit|multiplioit|moutepliier |MULTIPLICARE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
muoient|muoient|müer|MUTARE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
murs|murs|mur|MURUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mès|mès|mais1|MAGIS2|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
m’|m’|moi|ME|||pronoun|||Sing|Acc||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nagerent|nagerent|nagier|NAVIGARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nagier|nagier|nagier|NAVIGARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
naistre|naistre|naistre|NASCI|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
najé|najé|nagier|NAVIGARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nasel|nasel|nasel|NASUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nasqi|nasqi|naistre|NASCI|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
navie|navie|navie|NAVIGIUM|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
navies|navies|navie|NAVIGIUM|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
navrés|navrés|navrer|*NAFRA|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ne|ne|ne1|NON|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ne|ne1|ne2|NEC|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nees|nees|naistre|NASCI|||verb|compTens|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nef|nef|nef2|NAVIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
neis|neis|nëis|NEC|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nen|nen|non|NON|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nes|nes|nase|NASUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nes|nes1|nef2|NAVIS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nes|nes2|nef2|NAVIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nestor|nestor|Nestor||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nestor|nestor1|Nestor||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nevo|nevo|nevo|NEPOS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nevo|nevo1|nevo|NEPOS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ni|ni|ne2|NEC|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nies|nies|nevo|NEPOS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nigromansie|nigromansie|nigremancie|NECROMANTIA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noble|noble|noble2|NOBILIS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noel|noel|noiel|*NODELLUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noiant|noiant|nïent|*NE GENTEM|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noiant|noiant1|nïent|*NE GENTEM|||noun||Neut|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noier|noier|noiier1|NECARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noif|noif|noif|NIX|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noire|noire|noir|NIGER|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noise|noise|noise|NAUSEA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nom|nom|nom|NOMEN|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nom|nom1|nom|NOMEN|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nomer|nomer|nomer|NOMINARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
non|non|non|NON|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
non|non1|nom|NOMEN|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
non|non2|nom|NOMEN|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nons|nons|nom|NOMEN|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
norir|norir|norrir|NUTRIRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
noriture|noriture|norreture|NUTRITURA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nos|nos|nos|NOS|||pronoun|||Plur|Nom||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nos|nos1|nos|NOS|||pronoun|||Plur|Acc||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nos|nos4|nos|NOSTER|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nosses|nosses|noce|NUPTIAE|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nostre|nostre|nostre|NOSTER|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nostre|nostre1|nostre|NOSTER|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nostre|nostre2|nostre|NOSTER|||determiner||Masc|Sing|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
novel|novel|novel|NOVELLUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
novelle|novelle|novele|NOVELLUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
novelles|novelles|novele|NOVELLUS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nuire|nuire|nuire|NOCERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nuit|nuit|nuit|NOX|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nul|nul|nul|NULLUS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nul|nul1|nul|NULLUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nulle|nulle|nul|NULLUS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nulle|nulle2|nul|NULLUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nullui|nullui|nul|NULLUS|||pronoun||Masc|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nuls|nuls|nul|NULLUS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nuls|nuls1|nul|NULLUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nuls|nuls3|nul|NULLUS|||pronoun|||Sing|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
nés|nés1|naistre|NASCI|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
n’|n’|ne1|NON|||adverb|||||||||||||||||Neg|||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
n’|n’1|en2|INDE|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
o|o|o4|APUD|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
obli|obli|obli|*OBLITARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
obliance|obliance|oblïance |*OBLITARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oblier|oblier|oblïer|*OBLITARE|||verb|||Sing||||||2|Fin|Imp|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ocirais|ocirais|ocire|OCCIDERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ocis|ocis|ocire|OCCIDERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ocistrent|ocistrent|ocire|OCCIDERE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ocistrent|ocistrent1|ocire|OCCIDERE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oetes|oetes|Oetes||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oetes|oetes1|Oetes||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ofrirent|ofrirent|ofrir|OFFERRE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ofroient|ofroient|ofrir|OFFERRE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ofroit|ofroit|ofrir|OFFERRE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
olcir|olcir|ocire|OCCIDERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
olifant|olifant|olifant|ELEPHAS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oncle|oncle|oncle|AVUNCULUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ongniment|ongniment|oignement|UNGUERE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ongniment|ongniment1|oignement|UNGUERE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
onqes|onqes|onque|UMQUAM|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
onques_mès|onques_mès|onque|UMQUAM|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ont|ont|avoir|HABERE|||verb|||Plur||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ont|ont1|avoir|HABERE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ont|ont2|ont|UNDE|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
or|or|or4|HORA|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
or|or1|or1|AURUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ordeneement|ordeneement|orderner|ORDINARE|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ore|ore|ore1|AURA|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ore|ore1|ore3|HORA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ore|ore2|or4|HORA|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
orent|orent|avoir|HABERE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
orent|orent1|avoir|HABERE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
orois|orois|öir|AUDIRE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oster|oster|oster2|OBSTARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ot|ot|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ot|ot1|avoir|HABERE|||verb|auxTens||Sing||||MWEs||3|Fin|Ind|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ot|ot2|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
otroié|otroié|otroiier|*AUCTORIZARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ou|ou|o3|AUT|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
our|our|or1|AURUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ovre|ovre|uevre|OPERA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ovri|ovri|ovrir|APERIRE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oïnt|oïnt|oindre|UNGUERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oïsi|oïsi|issir|EXIRE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oïst|oïst|öir|AUDIRE|||verb|||Sing||||||3|Fin|Sub|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
oïstes|oïstes|öir|AUDIRE|||verb|||Plur||||||2|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
où|où|où|UBI|||pronoun||||||||Rel||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paile|paile|pale|PALLIDUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
pais|pais|pais|PAX|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
palafroins|palafroins|palefroi|PARAVEREDUS|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
palais|palais|palais|PALATIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
palefroins|palefroins|palefroi|PARAVEREDUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paor|paor|pëor|PAVOR|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
par|par|par|PER|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paraje|paraje|parage|PAR|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parche|parche|Parche||||properNoun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parches|parches|Parche||||properNoun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
pardus|pardus|perdre|PERDERE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parens|parens|parent|PARENS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parenz|parenz|parent|PARENS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parfon|parfon|parfont|PROFUNDUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paris|paris|Paris||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paris|paris1|Paris||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parla|parla|parler|PARABOLARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parlant|parlant|parler|PARABOLARE|||verb||||||||||Ind|Ger|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parlant|parlant1|parler|PARABOLARE|||verb|Adj|||||||||Ind|Ger|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parlement|parlement|parlement|PARABOLARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parler|parler|parler|PARABOLARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parler|parler1|parler|PARABOLARE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parloient|parloient|parler|PARABOLARE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parloit|parloit|parler|PARABOLARE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parlé|parlé|parler|PARABOLARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parlés|parlés|parler|PARABOLARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
parmi|parmi|parmi|MEDIUS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paroil|paroil|pareil|PARICULUS|||adjective|Noun|Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paroil|paroil1|pareil|PARICULUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paroilles|paroilles|pareil|PARICULUS|||adjective|Noun|Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
paroules|paroules|parole|PARABOLA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
